mal_id,title,title_english,type,source,episodes,status,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,genres,themes,demographics,engagement_score,score_tier,popularity_momentum,score_z,retention_proxy,airing_era
14989,Chousoku Henkei Gyrozetter,Chousoku Henkei Gyrozetter,TV,Game,51,Finished Airing,25 min per ep,G - All Ages,6.42,2036,7724,8280,6411,15,fall,2012,A-1 Pictures,Action,"Mecha, Racing",Unknown,11.538359266227038,Average,3.1472754050073637,-0.5091959026950829,0.0023393636930754834,Digital Boom Era
15045,Litchi DE Hikari Club,Lychee Light Club,TV,Manga,8,Finished Airing,3 min per ep,PG-13 - Teens 13 or older,5.18,5871,13256,6090,13632,26,fall,2012,Kachidoki Studio,"Drama, Horror, Romance",Psychological,Unknown,12.816012115073427,Below Average,2.321525885558583,-1.9213584190636994,0.0019071370938164747,Digital Boom Era
39622,Bakugan: Battle Planet,Bakugan: Battle Planet,TV,Original,50,Finished Airing,24 min per ep,PG - Children,5.52,3759,12326,7311,8726,23,spring,2019,TMS Entertainment,"Action, Fantasy",Strategy Game,Unknown,12.2521161840315,Below Average,2.320744680851064,-1.534152567801337,0.0026354990260112295,Global Expansion Era
47806,Pipilu Anquan Tegong Dui,Pipilu Rangers,TV,Novel,13,Finished Airing,10 min per ep,PG - Children,0.0,0,21455,25640,101,0,winter,2019,Studio Gale,Unknown,None,Kids,4.61512051684126,Unscored,0.0,null,0.0,Global Expansion Era
15225,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",TV,Light novel,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,7.13,242599,3856,531,464686,1757,spring,2013,J.C.Staff,"Comedy, Romance, Supernatural","Harem, School",Unknown,20.521049265900732,Good,1.9154410552349546,0.29938102199985056,0.0037810397106008992,Streaming Revolution
27833,Durarara!!x2 Ketsu,Durarara!! x2 Ketsu,TV,Light novel,12,Finished Airing,24 min per ep,R - 17+ (violence & profanity),8.05,193478,625,653,395143,1083,winter,2016,Shuka,"Action, Mystery, Supernatural",None,Unknown,19.875416185683953,Excellent,2.0423043327699646,1.3471145018862443,0.0027407729840260766,Streaming Revolution
33835,PJ Berri no Mogumogu Munyamunya,PJ Berri no Mogumogu Munyamunya,TV,Game,20,Finished Airing,1 min per ep,G - All Ages,0.0,0,21467,16312,642,0,summer,2016,Doga Kobo,Comedy,None,Unknown,6.464588303689961,Unscored,0.0,null,0.0,Streaming Revolution
33836,Seiren,Seiren,TV,Original,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,6.28,93131,8555,1053,251984,480,winter,2017,"Studio Gokumi, AXsiZ",Romance,"Harem, School",Unknown,18.612988142520123,Average,2.705665077524374,-0.6686336061560553,0.0019048752901958449,Global Expansion Era
44417,Shaonian Shiye: Xinyi Xiao Xiake,Shaonian Shiye: Xinyi Xiao Xiake,TV,Original,26,Finished Airing,13 min per ep,PG - Children,0.0,0,14474,23676,140,0,spring,2013,Unknown,Unknown,Historical,Kids,4.941642422609304,Unscored,0.0,null,0.0,Streaming Revolution
15731,Tamayura: More Aggressive,Tamayura: More Aggressive,TV,Original,12,Finished Airing,24 min per ep,G - All Ages,7.57,8409,1715,5021,22423,73,summer,2013,TYO Animations,Slice of Life,"CGDCT, Iyashikei",Unknown,14.321907589977702,Good,2.666230677764566,0.8004709471629083,0.003255440599357831,Streaming Revolution
33946,Mikan Seijin Arawaru,Mikan Seijin Arawaru,TV,Other,58,Finished Airing,20 sec per ep,G - All Ages,0.0,0,20636,17053,548,2,summer,2016,Unknown,Comedy,None,Unknown,7.404887575616126,Unscored,0.0,null,0.0036429872495446266,Streaming Revolution
44495,Shouwang Zhengfeng,BattleClaw,TV,Original,26,Finished Airing,22 min per ep,PG - Children,0.0,0,14732,23834,136,0,fall,2016,Unknown,Sci-Fi,None,Kids,4.912654885736052,Unscored,0.0,null,0.0,Streaming Revolution
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Unlimited Psychic Squad,TV,Manga,12,Finished Airing,24 min per ep,R - 17+ (violence & profanity),7.45,62846,2206,1601,160770,473,winter,2013,Manglobe,Action,Super Power,Shounen,18.14893737285208,Good,2.558117332569574,0.6638100584820744,0.002942072886279242,Streaming Revolution
16123,Saki: Zenkoku-hen,Saki: The Nationals,TV,Manga,13,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,7.4,16660,2445,3934,38660,127,winter,2014,Studio Gokumi,Slice of Life,"School, Strategy Game",Seinen,15.414591016681939,Good,2.3203889322369604,0.6068680215317273,0.0032849641757843823,Streaming Revolution
16157,Choujigen Game Neptune The Animation,Hyperdimension Neptunia,TV,Game,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,6.89,63188,4991,1627,157046,1201,summer,2013,David Production,"Action, Comedy, Fantasy, Sci-Fi",Parody,Unknown,19.05603615014192,Average,2.485337637880011,0.026059244638182672,0.007647392181958267,Streaming Revolution
34076,Uchouten Kazoku 2,The Eccentric Family 2,TV,Novel,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,8.07,27043,587,2891,68043,317,spring,2017,P.A. Works,"Drama, Supernatural","Anthropomorphic, Mythology",Unknown,16.889946520028722,Excellent,2.5160109451264607,1.3698913166663826,0.004658750220445594,Global Expansion Era
34077,Cardfight!! Vanguard G Next,Cardfight!! Vanguard G Next,TV,Card game,52,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,6.68,5346,6164,6360,12244,18,fall,2016,OLM,Action,Strategy Game,Unknown,12.357230279231743,Average,2.289882176921638,-0.2130973105532765,0.0014699877501020825,Streaming Revolution
39959,Ani ni Tsukeru Kusuri wa Nai! 3,Ani ni Tsukeru Kusuri wa Nai! 3,TV,Web manga,12,Finished Airing,3 min per ep,PG-13 - Teens 13 or older,7.68,20928,1372,3780,41845,49,fall,2019,Fanworks,Comedy,School,Unknown,14.553750599895121,Good,1.9993788523101916,0.9257434284536721,0.00117096018735363,Global Expansion Era
61792,Sorotani no Keibatchi Season 2,Sorotani no Keibatchi Season 2,TV,Original,4,Finished Airing,2 min per ep,PG-13 - Teens 13 or older,0.0,0,14962,24344,124,0,spring,2025,DLE,"Comedy, Sports",Racing,Unknown,4.820281565605037,Unscored,0.0,null,0.0,Modern Renaissance
61793,Yami Shibai 15,Theatre of Darkness: Yamishibai 15,TV,Original,12,Currently Airing,4 min,PG-13 - Teens 13 or older,0.0,0,16386,12707,1687,6,summer,2025,ILCA,"Avant Garde, Horror, Supernatural",None,Unknown,9.376617231601282,Unscored,0.0,null,0.0035545023696682463,Modern Renaissance
16317,Ishida to Asakura,Ishida and Asakura,TV,Manga,12,Finished Airing,2 min per ep,PG-13 - Teens 13 or older,5.86,8323,10874,5880,14957,20,winter,2013,Hotline,Comedy,School,Seinen,12.65745713438275,Below Average,1.7968524747717443,-1.1469467165389737,0.0013370771493515176,Streaming Revolution
40010,Ishuzoku Reviewers,Interspecies Reviewers,TV,Web manga,12,Finished Airing,23 min per ep,R+ - Mild Nudity,7.4,292267,0,499,494106,9557,winter,2020,Passione,"Comedy, Fantasy, Erotica",None,Unknown,22.27563912718905,Good,1.6905921962034844,0.6068680215317273,0.01934196439232798,Global Expansion Era
58569,Kkoma Bus Tayo 7,Kkoma Bus Tayo 7,TV,Unknown,26,Finished Airing,11 min per ep,PG - Children,0.0,0,17213,22728,174,2,winter,2024,"Iconix Entertainment, Studio Gale",Unknown,Racing,Kids,6.257667587882639,Unscored,0.0,null,0.011428571428571429,Modern Renaissance
40040,Odoru Mowai-kun,Odoru Mowai-kun,TV,Original,26,Finished Airing,2 min per ep,G - All Ages,5.12,277,13365,14571,1008,3,summer,2019,Monster's Egg,Comedy,None,Kids,8.302017809751204,Below Average,3.6258992805755397,-1.9896888634041159,0.002973240832507433,Global Expansion Era
60052,Sylvanian Families: Freya no Piece of Secret,Sylvanian Families: Freya no Piece of Secret,TV,Other,6,Finished Airing,11 min per ep,G - All Ages,0.0,0,15055,21439,236,2,fall,2024,LandQ studios,Slice of Life,Anthropomorphic,Kids,6.5624440936937205,Unscored,0.0,null,0.008438818565400843,Modern Renaissance
60083,Kowloon Generic Romance,Kowloon Generic Romance,TV,Manga,13,Finished Airing,25 min per ep,PG-13 - Teens 13 or older,7.41,33756,2400,1961,124246,413,spring,2025,Arvo Animation,"Mystery, Romance, Sci-Fi","Adult Cast, Workplace",Seinen,17.755884724107023,Good,3.680599579346506,0.6182564289217964,0.0033240239200946504,Modern Renaissance
34234,Ohayou! Kokekkou-san,Ohayou! Kokekkou-san,TV,Original,50,Finished Airing,3 min per ep,G - All Ages,0.0,0,21181,19633,341,0,fall,2016,"TMS Entertainment, TOCSIS",Comedy,None,Kids,5.831882477283517,Unscored,0.0,null,0.0,Streaming Revolution
40128,Arte,Arte,TV,Manga,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,7.2,60816,3416,1771,140165,388,spring,2020,Seven Arcs,Drama,"Historical, Visual Arts",Seinen,17.81415492266836,Good,2.3047009882105334,0.37909987373033727,0.0027681463407673757,Global Expansion Era
54854,Shadowverse Flame: Seven Shadows-hen,Shadowverse Flame: Seven Shadows-hen,TV,Card game,25,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.79,776,5488,10322,3435,11,summer,2023,Zexcs,Fantasy,Strategy Game,Unknown,10.62667885444445,Average,4.420849420849421,-0.08782482926251178,0.0032013969732246797,Modern Renaissance
28979,To LOVE-Ru Darkness 2nd,To LOVE Ru Darkness 2,TV,Manga,12,Finished Airing,23 min per ep,R+ - Mild Nudity,7.42,141985,2322,976,271931,963,summer,2015,Xebec,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,19.384394931236773,Good,1.9151958643809952,0.6296448363118657,0.0035413265080976126,Streaming Revolution
34257,Cinderella Girls Gekijou,THE IDOLM@STER CINDERELLA GIRLS Theater,TV,4-koma manga,13,Finished Airing,3 min per ep,PG-13 - Teens 13 or older,6.54,6036,6972,5256,20105,31,spring,2017,"Gathering, Lesprit",Comedy,Idols (Female),Unknown,13.374459722131101,Average,3.330296504886533,-0.37253501401424893,0.0015418283099572266,Global Expansion Era
48156,Nae Chingu Haechi,Nae Chingu Haechi,TV,Original,26,Finished Airing,22 min per ep,PG - Children,0.0,0,20914,23053,160,0,summer,2010,Unknown,Fantasy,None,Kids,5.075173815233827,Unscored,0.0,null,0.0,Digital Boom Era
53011,Mamekichi Mameko NEET no Nichijou,Mameko Mamekichi's NEET Everyday Life,TV,Web manga,48,Finished Airing,1 min per ep,PG-13 - Teens 13 or older,0.0,0,20383,14335,1076,3,fall,2022,Tezuka Productions,Comedy,None,Unknown,8.36730010184162,Unscored,0.0,null,0.002785515320334262,Modern Renaissance
29017,Wooser no Sono Higurashi: Mugen-hen,Wooser's Hand-to-Mouth Life: Phantasmagoric Arc,TV,Web manga,13,Finished Airing,7 min per ep,G - All Ages,6.51,2274,7184,8985,5223,4,summer,2015,SANZIGEN,"Comedy, Fantasy, Slice of Life",None,Unknown,10.170265140870399,Average,2.2958241758241758,-0.40670023618445766,7.656967840735069E-4,Streaming Revolution
29095,Grisaia no Rakuen,The Eden of Grisaia,TV,Visual novel,10,Finished Airing,23 min per ep,R - 17+ (violence & profanity),7.73,229635,1256,586,429510,2070,spring,2015,8bit,"Drama, Romance, Suspense","Harem, Psychological",Unknown,20.606187164418067,Good,1.8703948858192967,0.9826854654040204,0.0048194341937691934,Streaming Revolution
61846,Shuukan Ranobe Anime,Shuukan Ranobe Anime,TV,Original,12,Currently Airing,Unknown,Unknown,0.0,0,14798,14455,1042,1,summer,2025,Ziine Studio,"Action, Romance","Historical, Reincarnation, Super Power, Time Travel",Unknown,7.642044402873258,Unscored,0.0,null,9.587727708533077E-4,Modern Renaissance
34368,Vatican Kiseki Chousakan,Vatican Miracle Examiner,TV,Novel,12,Finished Airing,24 min per ep,R - 17+ (violence & profanity),6.4,17505,7845,3447,49048,100,summer,2017,J.C.Staff,"Drama, Mystery, Supernatural",None,Unknown,15.415675206283783,Average,2.801782246087056,-0.5319727174752213,0.0020387775489816304,Global Expansion Era
40249,Balala Xiao Mo Xian: Mofa Hai Ying Bao,Balala the Fairies: Ocean Magic,TV,Original,26,Finished Airing,22 min per ep,PG - Children,0.0,0,17201,13372,1382,5,fall,2018,Unknown,"Comedy, Fantasy",Mahou Shoujo,Unknown,9.02304647355567,Unscored,0.0,null,0.0036153289949385392,Global Expansion Era
48210,Biklonz,Biklonz,TV,Original,21,Finished Airing,8 min per ep,PG - Children,0.0,0,17367,23399,149,1,summer,2014,Unknown,"Action, Sci-Fi",None,Kids,5.697093486505405,Unscored,0.0,null,0.006666666666666667,Streaming Revolution
48227,Boomba & Toomba,Boomba & Toomba,TV,Original,13,Finished Airing,5 min per ep,PG - Children,0.0,0,17440,23669,140,0,summer,2017,Unknown,"Comedy, Fantasy",Anthropomorphic,Kids,4.941642422609304,Unscored,0.0,null,0.0,Global Expansion Era
7867,Gon,Gon,TV,Manga,50,Finished Airing,23 min per ep,G - All Ages,5.98,963,10264,11404,2504,8,spring,2012,Daewon Media,"Action, Adventure",Anthropomorphic,Kids,10.022869309556208,Below Average,2.5975103734439835,-1.0102858278581397,0.0031936127744510976,Digital Boom Era
40356,Tate no Yuusha no Nariagari Season 2,The Rising of the Shield Hero Season 2,TV,Light novel,13,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.53,307803,7065,253,829101,12319,spring,2022,"Kinema Citrus, DR Movie","Action, Adventure, Drama, Fantasy",Isekai,Unknown,23.04707649731822,Average,2.6936004730282908,-0.3839234214043182,0.014858244220855818,Modern Renaissance
54914,Bikkurimen,Bikkurimen,TV,Other,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,5.42,594,12645,10347,3409,5,fall,2023,Lesprit,"Comedy, Fantasy",None,Unknown,9.925933741365958,Below Average,5.729411764705882,-1.6480366417020313,0.001466275659824047,Modern Renaissance
17265,Log Horizon,Log Horizon,TV,Light novel,25,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,7.9,598120,847,139,1160839,10404,fall,2013,Satelight,"Action, Adventure, Fantasy","Adult Cast, Video Game",Unknown,23.21469531633442,Good,1.9408096355085342,1.1762883910352016,0.008962475448812929,Streaming Revolution
34501,Kenka Banchou Otome: Girl Beats Boys,Kenka Bancho Otome -Girl Beats Boys-,TV,Game,12,Finished Airing,8 min per ep,PG-13 - Teens 13 or older,6.42,39157,7756,2476,88125,230,spring,2017,"Project No.9, A-Real",Action,"Crossdressing, Delinquents, Martial Arts, School",Unknown,16.828929250636364,Average,2.250497982532305,-0.5091959026950829,0.002609899462133763,Global Expansion Era
48326,Geo Mecha: Beast Guardian,Geo Mecha: Beast Guardian,TV,Original,26,Finished Airing,11 min per ep,PG - Children,0.0,0,18572,21949,210,0,winter,2017,Unknown,"Action, Sci-Fi",Mecha,Kids,5.3471075307174685,Unscored,0.0,null,0.0,Global Expansion Era
17389,Kingdom 2nd Season,Kingdom: Season 2,TV,Manga,39,Finished Airing,25 min per ep,R - 17+ (violence & profanity),8.3,68790,296,1769,140469,907,summer,2013,Pierrot,Action,"Historical, Military",Seinen,18.663986481443125,Excellent,2.041967699262985,1.6318246866379813,0.006456894710614366,Streaming Revolution
34566,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,TV,Manga,293,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,5.99,463613,10185,211,907604,7403,spring,2017,Pierrot,"Action, Adventure, Fantasy",Martial Arts,Shounen,22.628339112799353,Below Average,1.9576716837714132,-0.9988974204680704,0.008156632015028564,Global Expansion Era
48343,Catch! Tiniping,Catch! Teenieping: Fairies of Emotion,TV,Original,52,Finished Airing,11 min per ep,PG - Children,6.31,163,8404,16018,686,5,spring,2020,SAMG Entertainment,Fantasy,"Mahou Shoujo, School",Kids,8.32263709695394,Average,4.182926829268292,-0.6344683839858476,0.00727802037845706,Global Expansion Era
48406,Re-Main,Re-Main,TV,Original,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.19,54956,3487,1718,145488,879,summer,2021,MAPPA,Sports,"School, Team Sports",Unknown,18.667770795437946,Good,2.6473060756591518,0.3677114663402681,0.0060416938737636525,Modern Renaissance
8143,Sockies: Frontier Quest,Sockies: Frontier Quest,TV,Unknown,39,Finished Airing,5 min per ep,G - All Ages,0.0,0,14240,18312,436,0,spring,2011,Unknown,Comedy,None,Unknown,6.077642243349034,Unscored,0.0,null,0.0,Digital Boom Era
48417,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,TV,Light novel,12,Finished Airing,23 min per ep,R - 17+ (violence & profanity),6.85,120673,5196,668,386905,3996,winter,2023,SILVER LINK.,"Action, Fantasy","Reincarnation, School",Unknown,21.1592338225524,Average,3.206200175679931,-0.019494384922095313,0.01032809002703499,Modern Renaissance
29687,Duel Masters VSR,Duel Masters VSR,TV,Original,51,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,5.46,408,12518,12521,1786,2,spring,2015,Ascension,"Action, Adventure, Comedy, Fantasy",None,Kids,8.586346050104554,Below Average,4.3667481662591685,-1.6024830121417535,0.001119194180190263,Streaming Revolution
40488,Futsal Boys!!!!!,Futsal Boys!!!!!,TV,Mixed media,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,5.46,11200,12521,4137,34905,233,winter,2022,Diomedéa,Sports,Team Sports,Unknown,15.915706479762203,Below Average,3.1162396214623693,-1.6024830121417535,0.006675070188506274,Modern Renaissance
48539,Washimo 9th Season,Washimo 9th Season,TV,Picture book,40,Finished Airing,10 min per ep,G - All Ages,0.0,0,15674,21271,246,0,spring,2021,Studio Deen,"Comedy, Sci-Fi, Slice of Life",School,Kids,5.5053315359323625,Unscored,0.0,null,0.0,Modern Renaissance
48549,Dr. Stone: New World,Dr. Stone: New World,TV,Manga,11,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,8.15,256513,477,440,550251,3272,spring,2023,TMS Entertainment,"Adventure, Comedy, Sci-Fi",None,Shounen,21.311592091243984,Excellent,2.145110988094217,1.4609985757869386,0.00594636639212579,Modern Renaissance
17727,Haitai Nanafa 2nd Season,Haitai Nanafa 2nd Season,TV,Original,13,Finished Airing,3 min per ep,PG-13 - Teens 13 or older,5.85,1574,10927,9489,4456,1,spring,2013,Passione,"Comedy, Supernatural",None,Unknown,9.095153962167066,Below Average,2.8292063492063493,-1.1583351239290438,2.243661655822302E-4,Streaming Revolution
29787,Gochuumon wa Usagi desu ka??,Is the Order a Rabbit??,TV,4-koma manga,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.77,62586,1135,1782,138846,871,fall,2015,"Kinema Citrus, White Fox",Slice of Life,"CGDCT, Iyashikei, Workplace",Unknown,18.611910108162707,Good,2.2184479204946714,1.0282390949642972,0.006273091964536504,Streaming Revolution
57132,Hero Inside,Hero Inside,TV,Original,11,Finished Airing,13 min per ep,PG-13 - Teens 13 or older,0.0,0,17020,18607,415,0,fall,2023,Million Volt,"Action, Adventure",Super Power,Unknown,6.028278520230698,Unscored,0.0,null,0.0,Modern Renaissance
40738,Natsunagu!,Natsunagu!,TV,Original,12,Finished Airing,4 min per ep,PG-13 - Teens 13 or older,5.87,8123,10816,4783,25361,19,winter,2020,IMAGICA Lab.,Drama,None,Unknown,13.13670011350438,Below Average,3.1217380600689317,-1.1355583091489043,7.491522750571721E-4,Global Expansion Era
53633,Bullbuster,Bullbuster,TV,Mixed media,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.17,4217,9197,6041,13904,24,fall,2023,Nut,"Action, Sci-Fi","Adult Cast, Mecha, Workplace",Unknown,12.758807672373374,Average,3.296348980559507,-0.79390608744682,0.001725997842502697,Modern Renaissance
34903,RoboMasters the Animated Series,RoboMasters the Animated Series,TV,Original,6,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,6.34,2866,8212,6212,12962,15,fall,2017,"Gonzo, DandeLion Animation Studio",Unknown,School,Unknown,12.242366001227444,Average,4.521102197418905,-0.6003031618156388,0.0011571395510298543,Global Expansion Era
40763,Show By Rock!! Mashumairesh!!,SHOW BY ROCK!! Mashumairesh!!,TV,Game,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.05,5605,4242,5510,17783,74,winter,2020,Kinema Citrus,"Comedy, Fantasy",Music,Unknown,14.103486337279971,Good,3.172136996075633,0.2082737628792946,0.0041610436347278455,Global Expansion Era
40786,Skate-Leading☆Stars,Skate-Leading Stars,TV,Original,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.45,13633,7565,3660,44387,158,winter,2021,J.C.Staff,Sports,"Performing Arts, School, Team Sports",Unknown,15.769606114975577,Average,3.2556109725685785,-0.4750306805248741,0.0035595205911507616,Modern Renaissance
53372,Beuledeu Ibalso 3,Bread Barbershop 3,TV,Original,25,Finished Airing,10 min per ep,PG - Children,0.0,0,17339,21789,217,0,winter,2022,Unknown,"Comedy, Fantasy",Anthropomorphic,Kids,5.37989735354046,Unscored,0.0,null,0.0,Modern Renaissance
53379,Uchi no Kaisha no Chiisai Senpai no Hanashi,My Tiny Senpai,TV,Web manga,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.9,48398,4941,1867,131626,458,summer,2023,Project No.9,"Comedy, Romance","Adult Cast, Workplace",Unknown,17.916770056808893,Average,2.7196016446620797,0.037447652028252926,0.0034795292759084383,Modern Renaissance
56476,Pantie Hero,Pantie Hero,TV,Original,26,Finished Airing,11 min per ep,PG - Children,0.0,0,16858,23755,138,0,spring,2023,Unknown,Comedy,None,Kids,4.927253685157205,Unscored,0.0,null,0.0,Modern Renaissance
18365,Mazinger ZIP!,Mazinger ZIP!,TV,Unknown,227,Finished Airing,1 min per ep,G - All Ages,5.45,302,12546,13553,1321,0,spring,2013,Kate Arrow,Comedy,Mecha,Unknown,7.186144304522325,Below Average,4.35973597359736,-1.6138714195318227,0.0,Streaming Revolution
30016,Nanbaka,Nanbaka,TV,Web manga,13,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.33,151901,2739,741,352192,2344,fall,2016,Satelight,"Action, Comedy, Drama",None,Unknown,20.53197244129981,Good,2.318547484562415,0.5271491698012405,0.006655441760625566,Streaming Revolution
8675,Seitokai Yakuindomo,Student Council Staff Members,TV,4-koma manga,13,Finished Airing,24 min per ep,R - 17+ (violence & profanity),7.54,226897,1847,475,511987,3391,summer,2010,GoHands,Comedy,"Gag Humor, School",Shounen,21.27522950998609,Good,2.256463256617511,0.7663057249926997,0.006623202106299367,Digital Boom Era
8676,Amagami SS,Amagami SS,TV,Visual novel,25,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,7.27,165136,3064,642,399558,2271,summer,2010,AIC,Romance,School,Unknown,20.626529994968543,Good,2.4195546727868376,0.45881872546082303,0.005683766352403525,Digital Boom Era
34984,Koi wa Ameagari no You ni,After the Rain,TV,Manga,12,Finished Airing,22 min per ep,PG-13 - Teens 13 or older,7.47,132106,2139,804,327583,1700,winter,2018,Wit Studio,"Drama, Romance",Workplace,Seinen,20.138468329458554,Good,2.479679350829252,0.6865868732622129,0.0051895086451108725,Global Expansion Era
35067,Osomatsu-san 2nd Season,Mr. Osomatsu 2,TV,Manga,25,Finished Airing,23 min per ep,R - 17+ (violence & profanity),7.62,23504,1574,3179,56916,243,fall,2017,Pierrot,Comedy,"Gag Humor, Parody",Unknown,16.446500000958785,Good,2.421442246330568,0.8574129841132556,0.004269374703515645,Global Expansion Era
40958,Rail Romanesque,Rail Romanesque,TV,Visual novel,12,Finished Airing,3 min per ep,PG-13 - Teens 13 or older,5.17,11452,13284,4326,31530,23,fall,2020,Saetta,Slice of Life,None,Unknown,13.536748582887052,Below Average,2.7529904828429235,-1.9327468264537686,7.294408677174844E-4,Global Expansion Era
61197,Haai! Myakumyaku desu,Haai! Myakumyaku desu,TV,Other,8,Finished Airing,2 min per ep,G - All Ages,0.0,0,18741,21794,217,0,winter,2025,Fanworks,"Comedy, Supernatural",None,Unknown,5.37989735354046,Unscored,0.0,null,0.0,Modern Renaissance
8915,Dantalian no Shoka,The Mystic Archives of Dantalian,TV,Light novel,12,Finished Airing,24 min per ep,R - 17+ (violence & profanity),7.22,58897,3333,1632,155759,563,summer,2011,Gainax,"Action, Mystery, Supernatural","Detective, Historical",Unknown,18.29111947138999,Good,2.644554993378383,0.40187668851047575,0.0036145351823317923,Digital Boom Era
40995,Hentatsu (TV),Hentatsu (TV),TV,Original,12,Finished Airing,1 min per ep,G - All Ages,5.08,1916,13439,8310,6360,2,winter,2020,Yaoyorozu,"Adventure, Mystery",None,Unknown,9.856395945002276,Below Average,3.3176838810641627,-2.035242492964394,3.1441597233139445E-4,Global Expansion Era
41025,Fumetsu no Anata e,To Your Eternity,TV,Manga,20,Finished Airing,25 min per ep,R - 17+ (violence & profanity),8.34,400475,259,198,945155,15469,spring,2021,Brain's Base,"Adventure, Drama, Supernatural",None,Shounen,23.40576215775701,Excellent,2.3600790059828802,1.6773783161982583,0.016366610379662194,Modern Renaissance
53848,Megumi no Daigo: Kyuukoku no Orange,Firefighter Daigo: Rescuer in Orange,TV,Manga,23,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,6.71,9115,5945,4444,29881,75,fall,2023,Brain's Base,"Action, Drama","Adult Cast, Workplace",Shounen,14.635711446175213,Average,3.2778630978499343,-0.17893208838306776,0.0025098721638444547,Modern Renaissance
53924,Jibaku Shounen Hanako-kun 2,Toilet-Bound Hanako-kun Season 2,TV,Manga,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.9,21220,844,2567,83282,606,winter,2025,Lerche,Supernatural,School,Shounen,17.73851650942982,Good,3.9245087413411244,1.1762883910352016,0.007276394942545297,Modern Renaissance
9041,IS: Infinite Stratos,Infinite Stratos,TV,Light novel,12,Finished Airing,24 min per ep,PG-13 - Teens 13 or older,6.6,372348,6649,347,663594,2325,winter,2011,8bit,"Action, Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Unknown,21.15733112874484,Average,1.7821828445893504,-0.30420456967383247,0.003503643035285076,Digital Boom Era
57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,The Magical Girl and the Evil Lieutenant Used to Be Archenemies,TV,Manga,12,Finished Airing,12 min per ep,PG-13 - Teens 13 or older,7.56,34511,1781,2359,95246,448,summer,2024,Bones,"Comedy, Romance",Mahou Shoujo,Shounen,17.571241185098742,Good,2.7597936949466852,0.7890825397728382,0.0047035602171197,Modern Renaissance
35241,Konohana Kitan,Konohana Kitan,TV,Manga,12,Finished Airing,23 min per ep,PG-13 - Teens 13 or older,7.47,53703,2142,1587,163491,680,fall,2017,Lerche,"Fantasy, Girls Love, Slice of Life","Anthropomorphic, CGDCT, Iyashikei, Mythology, Workplace",Seinen,18.52807552808232,Good,3.0442983762848206,0.6865868732622129,0.004159224916203851,Global Expansion Era
45510,Ruyi Ku Bao: Xiao Shen Yang,Ruyi Ku Bao: Xiao Shen Yang,TV,Original,52,Finished Airing,12 min per ep,PG - Children,0.0,0,14201,24945,112,0,fall,2012,Unknown,Fantasy,None,Kids,4.718498871295094,Unscored,0.0,null,0.0,Digital Boom Era
45512,Ruyi Ku Bao: Bao Li Long,Ruyi Ku Bao: Bao Li Long,TV,Original,52,Finished Airing,12 min per ep,PG - Children,0.0,0,14190,24557,119,0,fall,2011,Unknown,Fantasy,None,Kids,4.77912349311153,Unscored,0.0,null,0.0,Digital Boom Era
